inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,1.0,0,2.0,5.0,7.5,inf,11.399494936611667,12.727922061357857,12.313708498984763,13.313708498984763,14.813708498984763,inf,18.3492424049175,20.3492424049175,21.177669529663692,22.177669529663692,inf,24.899494936611667,26.02081528017131,inf,inf
inf,inf,inf,2.121320343559643,inf,inf,9.485281374238571,9.899494936611667,10.899494936611667,inf,14.435028842544405,16.142135623730955,16.935028842544405,inf,19.763455967290597,20.763455967290597,21.763455967290597,inf,23.899494936611667,inf,inf,inf
inf,6.449747468305834,4.949747468305834,3.621320343559643,4.242640687119286,inf,8.485281374238571,9.485281374238571,11.485281374238571,13.020815280171309,inf,16.556349186104047,17.98528137423857,18.606601717798213,20.606601717798213,21.177669529663692,22.177669529663692,22.48528137423857,24.48528137423857,inf,inf,inf
inf,7.071067811865476,5.742640687119286,4.621320343559643,5.742640687119286,6.3639610306789285,inf,9.899494936611667,10.899494936611667,11.899494936611667,13.899494936611667,15.69238815542512,16.48528137423857,inf,inf,inf,20.69238815542512,20.98528137423857,22.69238815542512,23.48528137423857,24.86396103067893,inf
inf,7.8639610306789285,7.449747468305834,5.621320343559643,6.035533905932738,7.535533905932738,inf,9.86396103067893,11.86396103067893,12.571067811865476,12.86396103067893,14.36396103067893,inf,inf,inf,17.86396103067893,18.86396103067893,19.86396103067893,21.36396103067893,22.571067811865476,22.86396103067893,inf
inf,8.035533905932738,7.035533905932738,6.621320343559643,7.035533905932738,7.449747468305833,8.449747468305834,9.449747468305834,10.449747468305834,11.449747468305834,12.449747468305834,13.449747468305834,14.449747468305834,15.449747468305834,16.449747468305834,17.449747468305834,18.449747468305834,19.449747468305834,20.449747468305834,21.449747468305834,22.449747468305834,inf
inf,inf,9.035533905932738,8.121320343559642,9.035533905932738,8.949747468305834,inf,11.278174593052023,10.86396103067893,12.86396103067893,inf,inf,inf,inf,16.86396103067893,17.86396103067893,18.86396103067893,inf,inf,inf,22.86396103067893,inf
inf,12.571067811865476,10.949747468305832,9.621320343559642,11.621320343559642,10.449747468305834,inf,12.278174593052025,12.36396103067893,12.278174593052025,inf,15.106601717798217,inf,inf,17.86396103067893,18.278174593052025,19.278174593052025,20.778174593052025,22.278174593052025,inf,inf,inf
inf,12.035533905932738,11.035533905932738,10.621320343559642,12.449747468305832,inf,inf,inf,14.36396103067893,13.278174593052025,13.692388155425121,inf,16.520815280171313,17.520815280171313,18.520815280171313,20.278174593052025,19.69238815542512,inf,23.22792206135786,24.22792206135786,25.22792206135786,inf
inf,12.449747468305834,12.035533905932738,11.621320343559642,12.035533905932738,inf,inf,inf,14.692388155425121,14.278174593052025,14.692388155425121,15.106601717798217,16.106601717798217,17.106601717798217,18.106601717798217,19.106601717798217,20.106601717798217,21.106601717798217,22.106601717798217,23.106601717798217,24.106601717798217,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
